Sample ID	Tissue	Age	Sex
GTEX-XQ3S-0001-SM-4B64K	Cells - EBV-transformed lymphocytes	20-29	M
GTEX-XQ3S-0002-SM-4YUWE	Whole Blood	20-29	M
GTEX-XQ3S-0002-SM-53IVU	Whole Blood	20-29	M
GTEX-XQ3S-0002-SM-5JK42	Whole Blood	20-29	M
GTEX-XQ3S-0006-SM-4BOQ4	Whole Blood	20-29	M
GTEX-XQ3S-0008-SM-4GIDZ	Cells - Transformed fibroblasts	20-29	M
GTEX-XQ3S-0126-SM-4BOO9	Artery - Aorta	20-29	M
GTEX-XQ3S-0426-SM-4BOOA	Muscle - Skeletal	20-29	M
GTEX-XQ3S-0526-SM-4BOQA	Heart - Atrial Appendage	20-29	M
GTEX-XQ3S-0626-SM-4BOOB	Heart - Left Ventricle	20-29	M
GTEX-XQ3S-0926-SM-4BOPI	Lung	20-29	M
GTEX-XQ3S-1026-SM-4BOPJ	Esophagus - Gastroesophageal Junction	20-29	M
GTEX-XQ3S-1126-SM-4BOPK	Esophagus - Mucosa	20-29	M
GTEX-XQ3S-1226-SM-4BOPP	Esophagus - Muscularis	20-29	M
GTEX-XQ3S-1326-SM-4BOPQ	Breast - Mammary Tissue	20-29	M
GTEX-XQ3S-1426-SM-4BOPR	Skin - Not Sun Exposed (Suprapubic)	20-29	M
GTEX-XQ3S-1526-SM-4BOOC	Skin - Sun Exposed (Lower leg)	20-29	M
GTEX-XQ3S-1626-SM-4WAYN	Adipose - Subcutaneous	20-29	M
GTEX-XQ3S-1726-SM-4BOOD	Adrenal Gland	20-29	M
GTEX-XQ3S-2426-SM-4WAYB	Adipose - Visceral (Omentum)	20-29	M
GTEX-XQ3S-2526-SM-4BOOG	Prostate	20-29	M
GTEX-XQ3S-2726-SM-4BOP2	Testis	20-29	M
GTEX-XQ8I-0001-SM-4YUVE	Whole Blood	50-59	M
GTEX-XQ8I-0001-SM-53IUL	Whole Blood	50-59	M
GTEX-XQ8I-0006-SM-4BOQ5	Whole Blood	50-59	M
GTEX-XQ8I-0008-SM-4WAWM	Cells - Transformed fibroblasts	50-59	M
GTEX-XQ8I-0126-SM-4BOPL	Heart - Left Ventricle	50-59	M
GTEX-XQ8I-0226-SM-4BOPM	Heart - Atrial Appendage	50-59	M
GTEX-XQ8I-0326-SM-4BOPN	Artery - Coronary	50-59	M
GTEX-XQ8I-0426-SM-4BOPO	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XQ8I-0526-SM-4BOPS	Adipose - Subcutaneous	50-59	M
GTEX-XQ8I-0626-SM-4BOPT	Muscle - Skeletal	50-59	M
GTEX-XQ8I-0726-SM-4BOPU	Nerve - Tibial	50-59	M
GTEX-XQ8I-0826-SM-4BOOE	Artery - Tibial	50-59	M
GTEX-XQ8I-0926-SM-4BOOF	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-XQ8I-1126-SM-4BOO2	Lung	50-59	M
GTEX-XQ8I-1326-SM-4BOPV	Artery - Aorta	50-59	M
GTEX-XQ8I-1426-SM-4BOPW	Adipose - Visceral (Omentum)	50-59	M
GTEX-XQ8I-1526-SM-4BOOH	Esophagus - Mucosa	50-59	M
GTEX-XQ8I-1626-SM-4BOOI	Esophagus - Muscularis	50-59	M
GTEX-XQ8I-1726-SM-4BOQB	Spleen	50-59	M
GTEX-XQ8I-1826-SM-4BOOJ	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-XQ8I-1926-SM-4BOOK	Pancreas	50-59	M
GTEX-XQ8I-2026-SM-4BOOL	Stomach	50-59	M
GTEX-XQ8I-2126-SM-4BOOM	Colon - Transverse	50-59	M
GTEX-XQ8I-2326-SM-4BOQC	Colon - Sigmoid	50-59	M
GTEX-XQ8I-2426-SM-4WAXY	Breast - Mammary Tissue	50-59	M
GTEX-XUJ4-0001-SM-4YUW2	Whole Blood	60-69	F
GTEX-XUJ4-0001-SM-53IUY	Whole Blood	60-69	F
GTEX-XUJ4-0001-SM-5JK4T	Whole Blood	60-69	F
GTEX-XUJ4-0004-SM-4BOQE	Cells - EBV-transformed lymphocytes	60-69	F
GTEX-XUJ4-0005-SM-4BOQ6	Whole Blood	60-69	F
GTEX-XUJ4-0008-SM-4BOQI	Cells - Transformed fibroblasts	60-69	F
GTEX-XUJ4-0126-SM-4BOP7	Adrenal Gland	60-69	F
GTEX-XUJ4-0226-SM-4BOP8	Spleen	60-69	F
GTEX-XUJ4-0326-SM-4BOP9	Artery - Aorta	60-69	F
GTEX-XUJ4-0526-SM-4BOON	Heart - Left Ventricle	60-69	F
GTEX-XUJ4-0626-SM-4BOOO	Heart - Atrial Appendage	60-69	F
GTEX-XUJ4-0726-SM-4BOOP	Thyroid	60-69	F
GTEX-XUJ4-0926-SM-4BOPA	Esophagus - Muscularis	60-69	F
GTEX-XUJ4-1026-SM-4BOPB	Esophagus - Mucosa	60-69	F
GTEX-XUJ4-1126-SM-4BOPC	Esophagus - Gastroesophageal Junction	60-69	F
GTEX-XUJ4-1226-SM-4BOPD	Stomach	60-69	F
GTEX-XUJ4-1326-SM-4BOQ9	Ovary	60-69	F
GTEX-XUJ4-1426-SM-4BONT	Lung	60-69	F
GTEX-XUJ4-1526-SM-4BONU	Uterus	60-69	F
GTEX-XUJ4-1626-SM-4BONV	Vagina	60-69	F
GTEX-XUJ4-1726-SM-4BONW	Adipose - Visceral (Omentum)	60-69	F
GTEX-XUJ4-1826-SM-4BOOU	Skin - Not Sun Exposed (Suprapubic)	60-69	F
GTEX-XUJ4-1926-SM-4BOOV	Breast - Mammary Tissue	60-69	F
GTEX-XUJ4-2026-SM-4BOOW	Colon - Transverse	60-69	F
GTEX-XUJ4-2126-SM-4BOOX	Colon - Sigmoid	60-69	F
GTEX-XUJ4-2426-SM-4BOO3	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-XUJ4-2526-SM-4BOO4	Adipose - Subcutaneous	60-69	F
GTEX-XUJ4-2626-SM-4BOQ3	Muscle - Skeletal	60-69	F
GTEX-XUJ4-2726-SM-4BOQ1	Nerve - Tibial	60-69	F
GTEX-XUJ4-2826-SM-4BOQ2	Artery - Tibial	60-69	F
GTEX-XUW1-0002-SM-4YUXF	Whole Blood	50-59	F
GTEX-XUW1-0002-SM-53IVO	Whole Blood	50-59	F
GTEX-XUW1-0002-SM-5JK4P	Whole Blood	50-59	F
GTEX-XUW1-0005-SM-4BOQ7	Whole Blood	50-59	F
GTEX-XUW1-0008-SM-4BOQH	Cells - Transformed fibroblasts	50-59	F
GTEX-XUW1-0126-SM-4BOOQ	Ovary	50-59	F
GTEX-XUW1-0226-SM-4BOOS	Uterus	50-59	F
GTEX-XUW1-0326-SM-4BOOR	Vagina	50-59	F
GTEX-XUW1-0426-SM-4BOOT	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-XUW1-0526-SM-4BOP3	Adipose - Subcutaneous	50-59	F
GTEX-XUW1-0626-SM-4BOP4	Nerve - Tibial	50-59	F
GTEX-XUW1-0726-SM-4BOP5	Artery - Tibial	50-59	F
GTEX-XUW1-0826-SM-4BOP6	Muscle - Skeletal	50-59	F
GTEX-XUW1-0926-SM-4BONX	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-XUW1-1026-SM-4BONY	Thyroid	50-59	F
GTEX-XUW1-1126-SM-4BONZ	Artery - Aorta	50-59	F
GTEX-XUW1-1326-SM-4BOO1	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-XUW1-1526-SM-4BOOY	Esophagus - Muscularis	50-59	F
GTEX-XUW1-1726-SM-4BOOZ	Pancreas	50-59	F
GTEX-XUW1-1826-SM-4BOQD	Colon - Sigmoid	50-59	F
GTEX-XUW1-1926-SM-4BOP1	Colon - Transverse	50-59	F
GTEX-XUW1-2326-SM-4BOO5	Breast - Mammary Tissue	50-59	F
GTEX-XUYS-0001-SM-4YUWO	Whole Blood	50-59	M
GTEX-XUYS-0001-SM-53IVC	Whole Blood	50-59	M
GTEX-XUYS-0002-SM-47JXL	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-XUYS-0005-SM-47JZ2	Whole Blood	50-59	M
GTEX-XUYS-0008-SM-47JYZ	Cells - Transformed fibroblasts	50-59	M
GTEX-XUYS-0126-SM-47JWZ	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XUYS-0226-SM-47JX1	Adipose - Subcutaneous	50-59	M
GTEX-XUYS-0326-SM-47JX2	Muscle - Skeletal	50-59	M
GTEX-XUYS-0426-SM-47JX3	Artery - Tibial	50-59	M
GTEX-XUZC-0002-SM-4YUX1	Whole Blood	30-39	F
GTEX-XUZC-0002-SM-53IVH	Whole Blood	30-39	F
GTEX-XUZC-0005-SM-4BOQ8	Whole Blood	30-39	F
GTEX-XUZC-0008-SM-4BOQG	Cells - Transformed fibroblasts	30-39	F
GTEX-XUZC-0126-SM-4BOO6	Thyroid	30-39	F
GTEX-XUZC-0226-SM-4BOO7	Adrenal Gland	30-39	F
GTEX-XUZC-0326-SM-4BOO8	Esophagus - Muscularis	30-39	F
GTEX-XUZC-0426-SM-4BOPE	Esophagus - Mucosa	30-39	F
GTEX-XUZC-0526-SM-4BOPF	Esophagus - Gastroesophageal Junction	30-39	F
GTEX-XUZC-0626-SM-4BOPG	Artery - Aorta	30-39	F
GTEX-XUZC-0726-SM-4BOPH	Stomach	30-39	F
GTEX-XUZC-0926-SM-4BOQF	Uterus	30-39	F
GTEX-XUZC-1026-SM-4BOPY	Ovary	30-39	F
GTEX-XUZC-1126-SM-4BOPZ	Adipose - Visceral (Omentum)	30-39	F
GTEX-XUZC-1326-SM-4BRV2	Colon - Transverse	30-39	F
GTEX-XUZC-1426-SM-4BRV3	Small Intestine - Terminal Ileum	30-39	F
GTEX-XUZC-1526-SM-4BRV4	Colon - Sigmoid	30-39	F
GTEX-XUZC-1626-SM-4BRVP	Breast - Mammary Tissue	30-39	F
GTEX-XUZC-1726-SM-4BRWS	Skin - Sun Exposed (Lower leg)	30-39	F
GTEX-XUZC-1826-SM-4BRVO	Adipose - Subcutaneous	30-39	F
GTEX-XUZC-2026-SM-4BRW9	Artery - Tibial	30-39	F
GTEX-XUZC-2126-SM-4BRW8	Muscle - Skeletal	30-39	F
GTEX-XV7Q-0004-SM-4YUWC	Whole Blood	40-49	F
GTEX-XV7Q-0004-SM-53IV4	Whole Blood	40-49	F
GTEX-XV7Q-0004-SM-5JK3G	Whole Blood	40-49	F
GTEX-XV7Q-0005-SM-4BRWI	Whole Blood	40-49	F
GTEX-XV7Q-0008-SM-4BRWL	Cells - Transformed fibroblasts	40-49	F
GTEX-XV7Q-0126-SM-4BRVK	Spleen	40-49	F
GTEX-XV7Q-0226-SM-4BRVL	Adrenal Gland	40-49	F
GTEX-XV7Q-0326-SM-4BRVM	Thyroid	40-49	F
GTEX-XV7Q-0426-SM-4BRVN	Lung	40-49	F
GTEX-XV7Q-0526-SM-4BRWR	Artery - Aorta	40-49	F
GTEX-XV7Q-0626-SM-4BRV5	Artery - Coronary	40-49	F
GTEX-XV7Q-0726-SM-4BRV6	Heart - Atrial Appendage	40-49	F
GTEX-XV7Q-0826-SM-4BRV7	Heart - Left Ventricle	40-49	F
GTEX-XV7Q-0926-SM-4BRVQ	Pancreas	40-49	F
GTEX-XV7Q-1026-SM-4BRVR	Esophagus - Muscularis	40-49	F
GTEX-XV7Q-1126-SM-4BRVS	Esophagus - Mucosa	40-49	F
GTEX-XV7Q-1226-SM-4BRVT	Esophagus - Gastroesophageal Junction	40-49	F
GTEX-XV7Q-1326-SM-4BRWM	Stomach	40-49	F
GTEX-XV7Q-1426-SM-4BRWA	Ovary	40-49	F
GTEX-XV7Q-1526-SM-4BRWB	Uterus	40-49	F
GTEX-XV7Q-1626-SM-4BRWC	Vagina	40-49	F
GTEX-XV7Q-1726-SM-4BRUU	Adipose - Visceral (Omentum)	40-49	F
GTEX-XV7Q-1826-SM-4BRUV	Skin - Not Sun Exposed (Suprapubic)	40-49	F
GTEX-XV7Q-2126-SM-4BRVX	Colon - Transverse	40-49	F
GTEX-XV7Q-2226-SM-4BRVY	Colon - Sigmoid	40-49	F
GTEX-XV7Q-2326-SM-4BRVZ	Breast - Mammary Tissue	40-49	F
GTEX-XV7Q-2426-SM-4BRV8	Minor Salivary Gland	40-49	F
GTEX-XV7Q-2526-SM-4BRV9	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-XV7Q-2626-SM-4BRVA	Adipose - Subcutaneous	40-49	F
GTEX-XV7Q-2926-SM-4BRUL	Muscle - Skeletal	40-49	F
GTEX-XXEK-0001-SM-4YUWD	Whole Blood	50-59	M
GTEX-XXEK-0001-SM-53IV5	Whole Blood	50-59	M
GTEX-XXEK-0001-SM-5JK35	Whole Blood	50-59	M
GTEX-XXEK-0004-SM-4BRWO	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-XXEK-0004-SM-5S2TO	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-XXEK-0005-SM-4BRWJ	Whole Blood	50-59	M
GTEX-XXEK-0005-SM-5S2TG	Whole Blood	50-59	M
GTEX-XXEK-0008-SM-4BRW7	Cells - Transformed fibroblasts	50-59	M
GTEX-XXEK-0126-SM-4BRVU	Spleen	50-59	M
GTEX-XXEK-0326-SM-4BRVV	Esophagus - Mucosa	50-59	M
GTEX-XXEK-0426-SM-4BRVW	Esophagus - Muscularis	50-59	M
GTEX-XXEK-0526-SM-4BRWD	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-XXEK-0626-SM-4BRWE	Lung	50-59	M
GTEX-XXEK-0626-SM-5S2SZ	Lung	50-59	M
GTEX-XXEK-0726-SM-4BRWF	Artery - Aorta	50-59	M
GTEX-XXEK-0826-SM-4BRWG	Stomach	50-59	M
GTEX-XXEK-0926-SM-4BRWH	Heart - Left Ventricle	50-59	M
GTEX-XXEK-0926-SM-5S2T8	Heart - Left Ventricle	50-59	M
GTEX-XXEK-1026-SM-4BRUW	Small Intestine - Terminal Ileum	50-59	M
GTEX-XXEK-1126-SM-4BRUX	Liver	50-59	M
GTEX-XXEK-1226-SM-4BRUY	Prostate	50-59	M
GTEX-XXEK-1326-SM-4BRV1	Thyroid	50-59	M
GTEX-XXEK-1326-SM-5S2SJ	Thyroid	50-59	M
GTEX-XXEK-1426-SM-4BRW1	Adipose - Visceral (Omentum)	50-59	M
GTEX-XXEK-1626-SM-4BRUZ	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-XXEK-1726-SM-4BRVB	Pancreas	50-59	M
GTEX-XXEK-1726-SM-5S2SR	Pancreas	50-59	M
GTEX-XXEK-1826-SM-4BRVC	Colon - Sigmoid	50-59	M
GTEX-XXEK-1926-SM-4BRVD	Colon - Transverse	50-59	M
GTEX-XXEK-2026-SM-4BRVE	Heart - Atrial Appendage	50-59	M
GTEX-XXEK-2226-SM-4BRUM	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XXEK-2226-SM-5S2SA	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XXEK-2426-SM-4BRUS	Adipose - Subcutaneous	50-59	M
GTEX-XXEK-2426-SM-5S2S8	Adipose - Subcutaneous	50-59	M
GTEX-XXEK-2526-SM-4BRUR	Nerve - Tibial	50-59	M
GTEX-XXEK-2626-SM-5S2T5	Artery - Tibial	50-59	M
GTEX-XYKS-0002-SM-4BRWN	Cells - EBV-transformed lymphocytes	60-69	F
GTEX-XYKS-0003-SM-4YUVD	Whole Blood	60-69	F
GTEX-XYKS-0003-SM-53IUK	Whole Blood	60-69	F
GTEX-XYKS-0003-SM-5JK4D	Whole Blood	60-69	F
GTEX-XYKS-0005-SM-4BRUD	Whole Blood	60-69	F
GTEX-XYKS-0008-SM-4BRW6	Cells - Transformed fibroblasts	60-69	F
GTEX-XYKS-0226-SM-4BRW3	Heart - Atrial Appendage	60-69	F
GTEX-XYKS-0426-SM-4BRW4	Artery - Aorta	60-69	F
GTEX-XYKS-0526-SM-4BRW2	Lung	60-69	F
GTEX-XYKS-0826-SM-4BRVF	Thyroid	60-69	F
GTEX-XYKS-0926-SM-4BRVG	Adrenal Gland	60-69	F
GTEX-XYKS-1026-SM-4BRVH	Esophagus - Gastroesophageal Junction	60-69	F
GTEX-XYKS-1126-SM-4BRWP	Esophagus - Muscularis	60-69	F
GTEX-XYKS-1226-SM-4BRVI	Pancreas	60-69	F
GTEX-XYKS-1326-SM-4BRUN	Breast - Mammary Tissue	60-69	F
GTEX-XYKS-1426-SM-4BRUO	Skin - Not Sun Exposed (Suprapubic)	60-69	F
GTEX-XYKS-1526-SM-4BRUP	Esophagus - Mucosa	60-69	F
GTEX-XYKS-1626-SM-4BRUQ	Uterus	60-69	F
GTEX-XYKS-1726-SM-4E3IO	Ovary	60-69	F
GTEX-XYKS-1826-SM-4E3JV	Adipose - Visceral (Omentum)	60-69	F
GTEX-XYKS-2126-SM-4E3IB	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-XYKS-2226-SM-4E3IU	Colon - Transverse	60-69	F
GTEX-XYKS-2426-SM-4AT43	Muscle - Skeletal	60-69	F
GTEX-XYKS-2526-SM-4BOPX	Nerve - Tibial	60-69	F
GTEX-XYKS-2626-SM-4BRUT	Artery - Tibial	60-69	F
GTEX-XYKS-2726-SM-4E3IC	Adipose - Subcutaneous	60-69	F
GTEX-XYKS-2926-SM-4E3IA	Minor Salivary Gland	60-69	F
GTEX-Y111-0001-SM-4YUXE	Whole Blood	50-59	M
GTEX-Y111-0001-SM-53IVB	Whole Blood	50-59	M
GTEX-Y111-0006-SM-4SOIO	Whole Blood	50-59	M
GTEX-Y111-0008-SM-4SOJ3	Cells - Transformed fibroblasts	50-59	M
GTEX-Y111-0126-SM-4SOIV	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-Y111-0226-SM-4SOIW	Adipose - Subcutaneous	50-59	M
GTEX-Y111-0326-SM-4SOIX	Muscle - Skeletal	50-59	M
GTEX-Y111-0426-SM-4TT3K	Artery - Tibial	50-59	M
GTEX-Y111-0526-SM-4TT3M	Nerve - Tibial	50-59	M
GTEX-Y111-0626-SM-4SOIT	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-Y111-0926-SM-4SOIU	Adipose - Visceral (Omentum)	50-59	M
GTEX-Y111-1026-SM-4TT22	Lung	50-59	M
GTEX-Y111-1626-SM-57WCY	Esophagus - Mucosa	50-59	M
GTEX-Y111-1726-SM-4SOIQ	Esophagus - Muscularis	50-59	M
GTEX-Y111-1826-SM-4SOIR	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-Y111-1926-SM-4SOIS	Thyroid	50-59	M
GTEX-Y111-2026-SM-4SOJA	Breast - Mammary Tissue	50-59	M
GTEX-Y111-2226-SM-4SOJB	Small Intestine - Terminal Ileum	50-59	M
GTEX-Y111-2426-SM-4TT23	Testis	50-59	M
GTEX-Y111-2626-SM-4TT24	Minor Salivary Gland	50-59	M
GTEX-Y111-2726-SM-4TT3N	Brain - Cortex	50-59	M
GTEX-Y111-2826-SM-4TT3O	Brain - Cerebellum	50-59	M
GTEX-Y111-2926-SM-4TT25	Pituitary	50-59	M
GTEX-Y114-0002-SM-4TT78	Cells - EBV-transformed lymphocytes	50-59	F
GTEX-Y114-0004-SM-4YUWP	Whole Blood	50-59	F
GTEX-Y114-0004-SM-53IUE	Whole Blood	50-59	F
GTEX-Y114-0006-SM-4TT76	Whole Blood	50-59	F
GTEX-Y114-0008-SM-4TT8X	Cells - Transformed fibroblasts	50-59	F
GTEX-Y114-0126-SM-4TT8K	Heart - Atrial Appendage	50-59	F
GTEX-Y114-0226-SM-4TT8W	Heart - Left Ventricle	50-59	F
GTEX-Y114-0326-SM-4TT99	Artery - Coronary	50-59	F
GTEX-Y114-0426-SM-4TT6V	Artery - Aorta	50-59	F
GTEX-Y114-0526-SM-4TT8V	Adrenal Gland	50-59	F
GTEX-Y114-0626-SM-4TT98	Thyroid	50-59	F
GTEX-Y114-0726-SM-4TT6U	Spleen	50-59	F
GTEX-Y114-0826-SM-4TT77	Pancreas	50-59	F
GTEX-Y114-0926-SM-4TT7J	Esophagus - Mucosa	50-59	F
GTEX-Y114-1126-SM-4TT7V	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-Y114-1226-SM-4TT88	Stomach	50-59	F
GTEX-Y114-1326-SM-4TT9A	Adipose - Visceral (Omentum)	50-59	F
GTEX-Y114-1426-SM-4TT6W	Small Intestine - Terminal Ileum	50-59	F
GTEX-Y114-1526-SM-4TT79	Colon - Transverse	50-59	F
GTEX-Y114-1626-SM-4TT7I	Colon - Sigmoid	50-59	F
GTEX-Y114-1726-SM-4TT7U	Ovary	50-59	F
GTEX-Y114-1826-SM-4TT87	Uterus	50-59	F
GTEX-Y114-1926-SM-4TT8J	Vagina	50-59	F
GTEX-Y114-2026-SM-4TT7L	Breast - Mammary Tissue	50-59	F
GTEX-Y114-2126-SM-4TT8B	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-Y114-2326-SM-4TT7X	Adipose - Subcutaneous	50-59	F
GTEX-Y114-2426-SM-4TT8A	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-Y114-2526-SM-4TT8M	Muscle - Skeletal	50-59	F
GTEX-Y114-2626-SM-4TT8Y	Nerve - Tibial	50-59	F
GTEX-Y114-2726-SM-4TT9B	Artery - Tibial	50-59	F
GTEX-Y3I4-0004-SM-4YUVP	Whole Blood	50-59	M
GTEX-Y3I4-0004-SM-53IUR	Whole Blood	50-59	M
GTEX-Y3I4-0006-SM-4TT1E	Whole Blood	50-59	M
GTEX-Y3I4-0008-SM-4TT21	Cells - Transformed fibroblasts	50-59	M
GTEX-Y3I4-0126-SM-4TT26	Spleen	50-59	M
GTEX-Y3I4-0226-SM-4TT27	Thyroid	50-59	M
GTEX-Y3I4-0326-SM-4TT28	Artery - Aorta	50-59	M
GTEX-Y3I4-0426-SM-4TT29	Lung	50-59	M
GTEX-Y3I4-0526-SM-4TT6X	Heart - Atrial Appendage	50-59	M
GTEX-Y3I4-0626-SM-4TT7A	Heart - Left Ventricle	50-59	M
GTEX-Y3I4-0726-SM-4TT7M	Adipose - Visceral (Omentum)	50-59	M
GTEX-Y3I4-0826-SM-4TT2A	Pancreas	50-59	M
GTEX-Y3I4-0926-SM-4TT2B	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-Y3I4-1026-SM-4TT2C	Esophagus - Muscularis	50-59	M
GTEX-Y3I4-1126-SM-4TT7Y	Colon - Sigmoid	50-59	M
GTEX-Y3I4-1226-SM-4TT8N	Esophagus - Mucosa	50-59	M
GTEX-Y3I4-1326-SM-4TT8Z	Small Intestine - Terminal Ileum	50-59	M
GTEX-Y3I4-1426-SM-4TT9C	Colon - Transverse	50-59	M
GTEX-Y3I4-1526-SM-4TT7K	Breast - Mammary Tissue	50-59	M
GTEX-Y3I4-1626-SM-4TT7W	Stomach	50-59	M
GTEX-Y3I4-1726-SM-4TT89	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-Y3I4-1926-SM-4TT8L	Minor Salivary Gland	50-59	M
GTEX-Y3I4-2026-SM-4TT6Z	Testis	50-59	M
GTEX-Y3I4-2126-SM-4TT7C	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-Y3I4-2226-SM-4TT7O	Adipose - Subcutaneous	50-59	M
GTEX-Y3I4-2326-SM-4TT81	Muscle - Skeletal	50-59	M
GTEX-Y3IK-0001-SM-4WWE1	Cells - EBV-transformed lymphocytes	50-59	F
GTEX-Y3IK-0004-SM-4YUX2	Whole Blood	50-59	F
GTEX-Y3IK-0004-SM-53UBR	Whole Blood	50-59	F
GTEX-Y3IK-0005-SM-4WWDE	Whole Blood	50-59	F
GTEX-Y3IK-0008-SM-4WWDZ	Cells - Transformed fibroblasts	50-59	F
GTEX-Y3IK-0126-SM-4WWE9	Spleen	50-59	F
GTEX-Y3IK-0226-SM-51MRJ	Adrenal Gland	50-59	F
GTEX-Y3IK-0426-SM-4WWE2	Pancreas	50-59	F
GTEX-Y3IK-0526-SM-4WWE3	Thyroid	50-59	F
GTEX-Y3IK-0626-SM-4WWE4	Lung	50-59	F
GTEX-Y3IK-0726-SM-4WWE5	Artery - Aorta	50-59	F
GTEX-Y3IK-0826-SM-51MT8	Heart - Left Ventricle	50-59	F
GTEX-Y3IK-0926-SM-51MQU	Artery - Coronary	50-59	F
GTEX-Y3IK-1026-SM-51MR7	Heart - Atrial Appendage	50-59	F
GTEX-Y3IK-1126-SM-51MSV	Esophagus - Mucosa	50-59	F
GTEX-Y3IK-1226-SM-4WWEK	Esophagus - Muscularis	50-59	F
GTEX-Y3IK-1326-SM-4YCD8	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-Y3IK-1426-SM-4YCES	Stomach	50-59	F
GTEX-Y3IK-1626-SM-4YCF5	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-Y3IK-1726-SM-4YCCR	Small Intestine - Terminal Ileum	50-59	F
GTEX-Y3IK-1826-SM-4WWDS	Colon - Transverse	50-59	F
GTEX-Y3IK-2026-SM-4YCDG	Ovary	50-59	F
GTEX-Y3IK-2126-SM-4YCDS	Uterus	50-59	F
GTEX-Y3IK-2226-SM-4YCD4	Vagina	50-59	F
GTEX-Y3IK-2326-SM-4WWDT	Breast - Mammary Tissue	50-59	F
GTEX-Y3IK-2426-SM-4WWDU	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-Y3IK-2526-SM-4WWDM	Adipose - Subcutaneous	50-59	F
GTEX-Y3IK-2626-SM-4WWDK	Muscle - Skeletal	50-59	F
GTEX-Y3IK-2726-SM-4WWDV	Nerve - Tibial	50-59	F
GTEX-Y3IK-2826-SM-4WWDW	Artery - Tibial	50-59	F
GTEX-Y5LM-0002-SM-4YUV1	Whole Blood	40-49	F
GTEX-Y5LM-0002-SM-53IUF	Whole Blood	40-49	F
GTEX-Y5LM-0003-SM-4V6G1	Cells - EBV-transformed lymphocytes	40-49	F
GTEX-Y5LM-0005-SM-4V6EJ	Whole Blood	40-49	F
GTEX-Y5LM-0126-SM-4VBRL	Adrenal Gland	40-49	F
GTEX-Y5LM-0226-SM-4VBRM	Artery - Aorta	40-49	F
GTEX-Y5LM-0326-SM-4VBRN	Spleen	40-49	F
GTEX-Y5LM-0426-SM-4VBRO	Liver	40-49	F
GTEX-Y5LM-0526-SM-4V6G3	Pancreas	40-49	F
GTEX-Y5LM-0626-SM-4V6G4	Thyroid	40-49	F
GTEX-Y5LM-0726-SM-4VBRP	Lung	40-49	F
GTEX-Y5LM-0826-SM-4VDSW	Adipose - Visceral (Omentum)	40-49	F
GTEX-Y5LM-1026-SM-4VDSQ	Esophagus - Mucosa	40-49	F
GTEX-Y5LM-1126-SM-4VDT5	Esophagus - Muscularis	40-49	F
GTEX-Y5LM-1226-SM-4VDT6	Esophagus - Gastroesophageal Junction	40-49	F
GTEX-Y5LM-1326-SM-5RQIS	Stomach	40-49	F
GTEX-Y5LM-1426-SM-5RQJL	Colon - Sigmoid	40-49	F
GTEX-Y5LM-1526-SM-4VDTA	Colon - Transverse	40-49	F
GTEX-Y5LM-1626-SM-4VDTB	Small Intestine - Terminal Ileum	40-49	F
GTEX-Y5LM-1726-SM-4VDSX	Breast - Mammary Tissue	40-49	F
GTEX-Y5LM-1826-SM-4VDT9	Minor Salivary Gland	40-49	F
GTEX-Y5LM-1926-SM-5RQJH	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-Y5LM-2126-SM-4VDSY	Muscle - Skeletal	40-49	F
GTEX-Y5LM-2226-SM-4VDT1	Nerve - Tibial	40-49	F
GTEX-Y5LM-2326-SM-5S2NK	Artery - Tibial	40-49	F
GTEX-Y5V5-0001-SM-4V6FZ	Cells - EBV-transformed lymphocytes	60-69	F
